gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,hub_score,authority_score,betweenness,is_articulation,component_id,pass_through,is_frontier_cutoff,n_seed_neighbors,role,role_score,evidence,cluster_id,role_weight,priority_score,why
100000004813068100,0,True,0,3,0.0,297000.0,0,5,0.00028684885067513784,3.8596557884439736e-19,-0.0,0.0,True,0,,False,0,peripheral,0.15,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна",63,0.1,0.006,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна Кластер 63 (1 seed)  объём входящих 0 KZT."
100000004971871100,0,True,1,1,25400.0,5650.0,3,1,0.0007461346034888532,6.855671311457404e-20,9.450069239346758e-20,0.0,False,8,0.22244094488188976,False,0,peripheral,0.15,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна",52,0.1,0.1715,"низкая активность: 1 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 52 (1 seed)  объём входящих 25 400 KZT."
100000005017150100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,22,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),76,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 76 (1 seed)  объём входящих 0 KZT.
100000005087431100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,23,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),77,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 77 (1 seed)  объём входящих 0 KZT.
100000005235389100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,24,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),78,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 78 (1 seed)  объём входящих 0 KZT.
100000005264990100,0,True,1,2,17070.0,122000.0,1,2,0.00036559855128775223,4.6424055325864127e-07,2.8874364319325576e-07,8.706595003865566e-05,True,0,7.147041593438781,False,1,peripheral,0.15,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна",25,0.1,0.1963,"низкая активность: 1 вх./2 исх. плательщиков/получателей, без выраженного паттерна Кластер 25 (14 seed)  объём входящих 17 070 KZT."
100000005370580100,0,True,1,0,24075.0,0.0,1,0,0.0003474971144925241,-0.0,4.259946144306409e-08,0.0,False,0,0.0,False,0,terminal,0.8,получил 24 075 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4),31,0.25,0.2446,получил 24 075 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 31 (3 seed)  объём входящих 24 075 KZT.
100000005382566100,0,True,7,1,393066.0,50000.0,11,1,0.0021219671978348746,1.3837476115724858e-19,1.0820738113120115e-06,4.7160722937605155e-05,True,0,0.12720510041570626,False,6,coordinator,1.0,"связан с 6 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети",25,1.0,0.7609,"связан с 6 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети Кластер 25 (14 seed)  объём входящих 393 066 KZT."
100000005386383100,0,True,2,1,37500.0,29000.0,2,1,0.0005266275322641041,4.605582293615564e-07,-5.065889163152363e-19,2.2975736815756357e-05,False,0,0.7733333333333333,False,1,peripheral,0.15,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна",25,0.1,0.2082,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 25 (14 seed)  объём входящих 37 500 KZT."
100000005392290100,0,True,0,1,0.0,81465.0,0,1,0.00028684885067513784,6.434699618483594e-20,-0.0,0.0,False,10,,False,0,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",28,0.1,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 28 (1 seed)  объём входящих 0 KZT."
100000005395727100,0,True,1,0,17000.0,0.0,1,0,0.00037285017574888944,-0.0,-7.372013896482346e-19,0.0,False,0,0.0,False,0,terminal,0.8,получил 17 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4),3,0.25,0.239,получил 17 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 3 (3 seed)  объём входящих 17 000 KZT.
100000005409680100,0,True,2,0,55060.0,0.0,2,0,0.0006362170091600223,-0.0,3.582520634368292e-05,0.0,False,0,0.0,False,0,terminal,0.8,получил 55 060 KZT от 2 плательщиков  исходящих переводов нет (глубина 0<4),49,0.25,0.2581,получил 55 060 KZT от 2 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 49 (1 seed)  объём входящих 55 060 KZT.
100000005417257100,0,True,0,2,0.0,106000.0,0,2,0.00028684885067513784,4.896071866982569e-20,-0.0,0.0,True,0,,False,1,peripheral,0.15,"низкая активность: 0 вх./2 исх. плательщиков/получателей, без выраженного паттерна",25,0.1,0.036,"низкая активность: 0 вх./2 исх. плательщиков/получателей, без выраженного паттерна Кластер 25 (14 seed)  объём входящих 0 KZT."
100000005454368100,0,True,2,0,48600.0,0.0,2,0,0.000395923735358343,-0.0,5.071743849085351e-06,0.0,False,0,0.0,False,0,terminal,0.8,получил 48 600 KZT от 2 плательщиков  исходящих переводов нет (глубина 0<4),31,0.25,0.2561,получил 48 600 KZT от 2 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 31 (3 seed)  объём входящих 48 600 KZT.
100000005480435100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,25,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),79,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 79 (1 seed)  объём входящих 0 KZT.
100000005485830100,0,True,0,5,0.0,275885.0,0,9,0.00028684885067513784,-1.0061413418785779e-18,-0.0,0.0,True,3,,False,0,peripheral,0.15,"низкая активность: 0 вх./5 исх. плательщиков/получателей, без выраженного паттерна",14,0.1,0.006,"низкая активность: 0 вх./5 исх. плательщиков/получателей, без выраженного паттерна Кластер 14 (1 seed)  объём входящих 0 KZT."
100000005493505100,0,True,3,0,62020.0,0.0,3,0,0.0006201052363006144,-0.0,4.3288936452281975e-08,0.0,True,0,0.0,False,1,terminal,0.8,получил 62 020 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4),15,0.25,0.2901,получил 62 020 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 15 (5 seed)  объём входящих 62 020 KZT.
100000005495722100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,26,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),80,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 80 (1 seed)  объём входящих 0 KZT.
100000005498992100,0,True,0,16,0.0,2262868.0,0,19,0.00028684885067513784,0.0012206418473347973,-0.0,0.0,True,0,,False,0,distributor,0.533,рассылает 2 262 868 KZT на 16 разных получателей,24,0.75,0.1599,рассылает 2 262 868 KZT на 16 разных получателей Кластер 24 (2 seed)  объём входящих 0 KZT.
100000005519347100,0,True,2,1,73100.0,99000.0,2,1,0.0005591119636921238,1.1352806918656571e-08,3.5773853358039507e-19,2.0557238203571478e-05,False,0,1.3543091655266757,False,2,coordinator,0.703,"связан с 2 seed-клиентами напрямую, betweenness=0.000",2,1.0,0.5243,"связан с 2 seed-клиентами напрямую, betweenness=0.000 Кластер 2 (7 seed)  объём входящих 73 100 KZT."
100000005523088100,0,True,1,0,700000.0,0.0,2,0,0.001727016136115811,-0.0,8.651558043889439e-09,0.0,False,0,0.0,False,1,terminal,0.8,получил 700 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4),25,0.25,0.3296,получил 700 000 KZT от 1 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 25 (14 seed)  объём входящих 700 000 KZT.
100000005543136100,0,True,0,1,0.0,10000.0,0,1,0.00028684885067513784,1.8424876117493566e-08,-0.0,0.0,False,0,,False,1,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",15,0.1,0.036,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 15 (5 seed)  объём входящих 0 KZT."
100000005550592100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,27,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),81,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 81 (1 seed)  объём входящих 0 KZT.
100000005560900100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,28,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),82,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 82 (1 seed)  объём входящих 0 KZT.
100000005568407100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,29,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),83,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 83 (1 seed)  объём входящих 0 KZT.
100000005668605100,0,True,3,0,94500.0,0.0,3,0,0.0008418642511074619,-0.0,2.9287207228889124e-06,0.0,True,0,0.0,False,1,terminal,0.8,получил 94 500 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4),25,0.25,0.297,получил 94 500 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 25 (14 seed)  объём входящих 94 500 KZT.
100000005744674100,0,True,0,1,0.0,50066.0,0,2,0.00028684885067513784,4.605582293615564e-07,-0.0,0.0,False,0,,False,1,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",25,0.1,0.036,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 25 (14 seed)  объём входящих 0 KZT."
100000006232815100,0,True,1,5,160000.0,296500.0,2,5,0.0005589743134767565,-1.9983135128747909e-19,2.1036220324674883e-19,2.821581714215693e-06,True,15,1.853125,False,0,peripheral,0.15,"низкая активность: 1 вх./5 исх. плательщиков/получателей, без выраженного паттерна",37,0.1,0.2016,"низкая активность: 1 вх./5 исх. плательщиков/получателей, без выраженного паттерна Кластер 37 (1 seed)  объём входящих 160 000 KZT."
100000006249740100,0,True,0,3,0.0,93007.0,0,5,0.00028684885067513784,2.0209773577212035e-19,-0.0,0.0,True,11,,False,0,peripheral,0.15,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна",30,0.1,0.006,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна Кластер 30 (2 seed)  объём входящих 0 KZT."
100000006831291100,0,True,0,1,0.0,15000.0,0,3,0.00028684885067513784,2.1244510241668582e-19,-0.0,0.0,False,11,,False,0,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",30,0.1,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 30 (2 seed)  объём входящих 0 KZT."
100000006866783100,0,True,13,67,838812.0,3948037.0,31,90,0.0008741047179040798,0.1154587259210017,0.0006837652775653544,0.008590910153582723,True,0,4.706700667133994,False,0,coordinator,1.0,"связан с 0 seed-клиентами напрямую, betweenness=0.009, точка сочленения сети",8,1.0,0.746,"связан с 0 seed-клиентами напрямую, betweenness=0.009, точка сочленения сети Кластер 8 (1 seed)  объём входящих 838 812 KZT."
100000007018630100,0,True,0,1,0.0,200000.0,0,5,0.00028684885067513784,5.0227501199439343e-20,-0.0,0.0,False,14,,False,0,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",36,0.1,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 36 (1 seed)  объём входящих 0 KZT."
100000007747786100,0,True,0,31,0.0,4238009.4,0,35,0.00028684885067513784,0.00023295930000687175,-0.0,0.0,True,0,,False,0,distributor,1.0,рассылает 4 238 009 KZT на 31 разных получателей,24,0.75,0.3,рассылает 4 238 009 KZT на 31 разных получателей Кластер 24 (2 seed)  объём входящих 0 KZT.
100000007982728100,0,True,0,8,0.0,1804384.0,0,12,0.00028684885067513784,0.00219446424597605,-0.0,0.0,False,0,,False,1,peripheral,0.15,"низкая активность: 0 вх./8 исх. плательщиков/получателей, без выраженного паттерна",1,0.1,0.036,"низкая активность: 0 вх./8 исх. плательщиков/получателей, без выраженного паттерна Кластер 1 (3 seed)  объём входящих 0 KZT."
100000008117324100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,30,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),84,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 84 (1 seed)  объём входящих 0 KZT.
100000008205000100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,31,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),85,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 85 (1 seed)  объём входящих 0 KZT.
100000008314203100,0,True,2,2,382076.0,327000.0,10,13,0.0005050728131960829,4.055189449426747e-05,1.0094203836568666e-06,0.0,False,0,0.8558506684533967,False,2,coordinator,0.7,"связан с 2 seed-клиентами напрямую, betweenness=0.000",6,1.0,0.5498,"связан с 2 seed-клиентами напрямую, betweenness=0.000 Кластер 6 (3 seed)  объём входящих 382 076 KZT."
100000008418835100,0,True,1,4,1372000.0,186179.0,67,6,0.0005309030338467364,0.00012847887531502704,-2.4669644286430706e-20,0.0003220633985226198,True,0,0.13569897959183674,False,2,coordinator,0.743,"связан с 2 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети",3,1.0,0.5924,"связан с 2 seed-клиентами напрямую, betweenness=0.000, точка сочленения сети Кластер 3 (3 seed)  объём входящих 1 372 000 KZT."
100000008513251100,0,True,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,32,,False,0,terminal,0.8,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4),86,0.25,0.08,получил 0 KZT от 0 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 86 (1 seed)  объём входящих 0 KZT.
100000008516839100,0,True,3,0,155000.0,0.0,4,0,0.0010741596212647674,-0.0,8.252877640885987e-19,0.0,True,0,0.0,False,1,terminal,0.8,получил 155 000 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4),25,0.25,0.305,получил 155 000 KZT от 3 плательщиков  исходящих переводов нет (глубина 0<4) Кластер 25 (14 seed)  объём входящих 155 000 KZT.
100000008522127100,0,True,0,1,0.0,145000.0,0,3,0.00028684885067513784,-3.1389242977171186e-19,-0.0,0.0,False,0,,False,0,peripheral,0.15,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна",43,0.1,0.006,"низкая активность: 0 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 43 (1 seed)  объём входящих 0 KZT."
100000008571433100,0,True,2,2,350000.0,1434000.0,2,3,0.0016372326866585763,5.137078585274476e-19,5.968927086316916e-20,1.0077077550770332e-06,True,13,4.097142857142857,False,0,peripheral,0.15,"низкая активность: 2 вх./2 исх. плательщиков/получателей, без выраженного паттерна",35,0.1,0.2143,"низкая активность: 2 вх./2 исх. плательщиков/получателей, без выраженного паттерна Кластер 35 (1 seed)  объём входящих 350 000 KZT."
100000008575624100,0,True,0,3,0.0,89500.0,0,5,0.00028684885067513784,-6.442388542252404e-19,-0.0,0.0,False,7,,False,0,peripheral,0.15,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна",23,0.1,0.006,"низкая активность: 0 вх./3 исх. плательщиков/получателей, без выраженного паттерна Кластер 23 (1 seed)  объём входящих 0 KZT."
100000008601794100,0,True,2,1,494400.0,871400.0,8,13,0.0023872850889654295,-2.200683775809745e-20,4.799867292063037e-19,4.0308310203081327e-07,False,5,1.7625404530744337,False,0,peripheral,0.15,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна",19,0.1,0.22,"низкая активность: 2 вх./1 исх. плательщиков/получателей, без выраженного паттерна Кластер 19 (1 seed)  объём входящих 494 400 KZT."
