gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,is_frontier_cutoff,n_seed_neighbors,component_id,why,explanation,priority_role,priority_volume,priority_bridge,priority_seed
100000000331309100,consolidator,0.725,10,0.587687,"consolidator: получает от 5 плательщиков, вход 984,635 KZT. Альтернативные сигналы: consolidator, distributor.",2,False,5,99,984635.0,23001375.0,8,126,0.000875689903807376,0.004557234050267504,23.360306103276848,False,0,0,"consolidator: role=0.261, volume=0.225, bridge=0.101, seed=0.000; consolidator: получает от 5 плательщиков, вход 984,635 KZT. Альтернативные сигналы: consolidator, distributor.","consolidator: получает от 5 плательщиков, вход 984,635 KZT. Альтернативные сигналы: consolidator, distributor.",0.261,0.2252023218460483,0.10148435028892887,0.0
100000000332284100,consolidator,0.8875,10,0.510979,"consolidator: получает от 10 плательщиков, вход 107,426 KZT. Альтернативные сигналы: consolidator.",2,False,10,3,107426.0,289500.0,12,3,0.0007170946224349073,0.0001091372663902734,2.69487833485376,False,0,0,"consolidator: role=0.320, volume=0.189, bridge=0.002, seed=0.000; consolidator: получает от 10 плательщиков, вход 107,426 KZT. Альтернативные сигналы: consolidator.","consolidator: получает от 10 плательщиков, вход 107,426 KZT. Альтернативные сигналы: consolidator.",0.3195,0.1890482742142298,0.00243036114664256,0.0
100000000343175100,consolidator,0.89,11,0.572132,"consolidator: получает от 8 плательщиков, вход 178,712 KZT; входящие seed неполны; входящие seed могут быть неполными. Альтернативные сигналы: consolidator, distributor.",0,True,8,31,178712.0,4000039.0,14,33,0.000713258197938405,0.0010946926090299827,22.382598818210305,False,1,0,"consolidator: role=0.320, volume=0.197, bridge=0.024, seed=0.030; consolidator: получает от 8 плательщиков, вход 178,712 KZT; входящие seed неполны; входящие seed могут быть неполными. Альтернативные сигналы: consolidator, distributor.","consolidator: получает от 8 плательщиков, вход 178,712 KZT; входящие seed неполны; входящие seed могут быть неполными. Альтернативные сигналы: consolidator, distributor.",0.3204,0.19735413750072672,0.02437754281831962,0.03
100000000369781100,peripheral,0.15,10,0.144995,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,5000.0,0.0,1,0,0.0005324777910582564,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.139, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.13899513931169458,0.0,0.0
100000000375150100,peripheral,0.15,12,0.211807,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,300000.0,0.0,1,0,0.0007463802351751577,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.206, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.2058074430801454,0.0,0.0
100000000404740100,peripheral,0.15,13,0.171257,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,25000.0,0.0,1,0,0.0005579900727464834,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.165, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.16525690811778185,0.0,0.0
100000000408846100,terminal,0.55405,14,0.228534,"terminal: положительный вход 40,500 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,40500.0,0.0,1,0,0.0002957255734808806,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.173, bridge=0.000, seed=0.000; terminal: положительный вход 40,500 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 40,500 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05540500000000001,0.1731293593143308,0.0,0.0
100000000413678100,peripheral,0.15,8,0.213441,peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.,3,False,2,3,306500.0,528198.0,2,18,0.00030069885417385005,5.7660733753642434e-05,1.723321370309951,False,0,0,"peripheral: role=0.006, volume=0.206, bridge=0.001, seed=0.000; peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.20615724376966293,0.0012840380892501732,0.0
100000000424935100,peripheral,0.15,15,0.162921,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,15000.0,0.0,1,0,0.0003014479732354374,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.157, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.15692119189909137,0.0,0.0
100000000425407100,terminal,0.552,2,0.216816,"terminal: положительный вход 20,000 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,20000.0,0.0,1,0,0.00030509459327138135,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.162, bridge=0.000, seed=0.000; terminal: положительный вход 20,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 20,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055200000000000006,0.16161559692216285,0.0,0.0
100000000437046100,consolidator,0.945,0,0.616245,"consolidator: получает от 9 плательщиков, вход 1,107,200 KZT. Альтернативные сигналы: consolidator, distributor.",2,False,9,42,1107200.0,7606224.0,20,73,0.0007924860106097876,0.00219714849479704,6.86978323699422,False,0,0,"consolidator: role=0.340, volume=0.227, bridge=0.049, seed=0.000; consolidator: получает от 9 плательщиков, вход 1,107,200 KZT. Альтернативные сигналы: consolidator, distributor.","consolidator: получает от 9 плательщиков, вход 1,107,200 KZT. Альтернативные сигналы: consolidator, distributor.",0.3402,0.22711683901452584,0.04892796486274107,0.0
100000000440392100,terminal,0.560571,16,0.274842,"terminal: положительный вход 105,705 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,1,0,105705.0,0.0,4,0,0.0002969344900653258,0.0,0.0,False,1,0,"terminal: role=0.056, volume=0.189, bridge=0.000, seed=0.030; terminal: положительный вход 105,705 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 105,705 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056057100000000006,0.18878472451484107,0.0,0.03
100000000456947100,peripheral,0.2,17,0.008,peripheral: Наблюдаемых переводов нет; данных для роли недостаточно.,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,0.0,,False,0,2,"peripheral: role=0.008, volume=0.000, bridge=0.000, seed=0.000; peripheral: Наблюдаемых переводов нет; данных для роли недостаточно.",peripheral: Наблюдаемых переводов нет; данных для роли недостаточно.,0.008000000000000002,0.0,0.0,0.0
100000000470237100,peripheral,0.15,15,0.175538,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,32500.0,0.0,1,0,0.0005846333941764128,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.170, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.1695382737621175,0.0,0.0
100000000481716100,terminal,0.5508,18,0.201744,"terminal: положительный вход 8,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,8000.0,0.0,1,0,0.0003771539261882796,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.147, bridge=0.000, seed=0.000; terminal: положительный вход 8,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 8,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05508,0.14666389378477318,0.0,0.0
100000000489417100,transit,0.77906,12,0.292237,"transit: положительные вход/выход; pass-through=1.09, это месячное соответствие потоков. Альтернативные сигналы: consolidator, transit.",2,False,3,1,73504.0,80000.0,3,1,0.0005517574141078733,1.4045481435864877e-05,1.0883761427949499,False,0,0,"transit: role=0.109, volume=0.183, bridge=0.000, seed=0.000; transit: положительные вход/выход; pass-through=1.09, это месячное соответствие потоков. Альтернативные сигналы: consolidator, transit.","transit: положительные вход/выход; pass-through=1.09, это месячное соответствие потоков. Альтернативные сигналы: consolidator, transit.",0.10906840000000001,0.1828559061226603,0.00031277668478104384,0.0
100000000490383100,peripheral,0.15,16,0.187386,peripheral: 3 входящих и 8 исходящих контрагентов; недостаточно выраженных признаков. Альтернативные сигналы: consolidator.,2,False,3,8,62600.0,461375.0,3,9,0.0005480373500605439,5.1650279261567445e-05,7.37020766773163,False,0,0,"peripheral: role=0.006, volume=0.180, bridge=0.001, seed=0.000; peripheral: 3 входящих и 8 исходящих контрагентов; недостаточно выраженных признаков. Альтернативные сигналы: consolidator.",peripheral: 3 входящих и 8 исходящих контрагентов; недостаточно выраженных признаков. Альтернативные сигналы: consolidator.,0.006,0.18023553250618743,0.0011501921944944277,0.0
100000000500040100,peripheral,0.15,0,0.167616,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,20000.0,0.0,1,0,0.00030605044673656407,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.162, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.16161559692216285,0.0,0.0
100000000507799100,peripheral,0.15,19,0.177988,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,1,False,1,1,5132.0,8000.0,1,1,0.0002861210768679897,0.00011532146750728487,1.558846453624318,False,1,0,"peripheral: role=0.006, volume=0.139, bridge=0.003, seed=0.030; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.139420287671436,0.0025680761785003463,0.03
100000000533217100,terminal,0.555359,0,0.233235,"terminal: положительный вход 53,587 KZT, исходящих нет; возможный конечный получатель в выборке.",2,False,1,0,53587.0,0.0,1,0,0.0006536029907362595,0.0,0.0,False,0,0,"terminal: role=0.056, volume=0.178, bridge=0.000, seed=0.000; terminal: положительный вход 53,587 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 53,587 KZT, исходящих нет; возможный конечный получатель в выборке.",0.055535900000000006,0.1776986482210343,0.0,0.0
100000000534581100,peripheral,0.15,8,0.184834,peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,3,False,2,1,55960.0,40000.0,2,1,0.0002984533219886514,1.922024458454748e-05,0.7147962830593281,False,0,0,"peripheral: role=0.006, volume=0.178, bridge=0.000, seed=0.000; peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 2 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.1784057471428433,0.0004280126964167244,0.0
100000000542087100,peripheral,0.15,20,0.153666,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,8506.91,0.0,1,0,0.0002864146027372091,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.148, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.14766636500699512,0.0,0.0
100000000552584100,peripheral,0.15,21,0.246408,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,1,2500000.0,57500.0,3,1,0.0013254360037725063,0.0,0.023,False,0,0,"peripheral: role=0.006, volume=0.240, bridge=0.000, seed=0.000; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.24040792610847891,0.0,0.0
100000000555721100,terminal,0.5613,0,0.276004,"terminal: положительный вход 113,000 KZT, исходящих нет; возможный конечный получатель в выборке.",1,False,2,0,113000.0,0.0,3,0,0.00030809196179581376,0.0,0.0,False,1,0,"terminal: role=0.056, volume=0.190, bridge=0.000, seed=0.030; terminal: положительный вход 113,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 113,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.056130000000000006,0.18987377161857266,0.0,0.03
100000000557536100,peripheral,0.15,20,0.200819,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,153000.0,0.0,7,0,0.00030077248827335636,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.195, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.19481920137796724,0.0,0.0
100000000560751100,terminal,0.5525,12,0.220507,"terminal: положительный вход 25,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,25000.0,0.0,1,0,0.0005524500973404968,0.0,0.0,False,0,0,"terminal: role=0.055, volume=0.165, bridge=0.000, seed=0.000; terminal: положительный вход 25,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 25,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.05525,0.16525690811778185,0.0,0.0
100000000561160100,peripheral,0.15,2,0.208166,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,240000.0,0.0,1,0,0.00043625462329844033,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.202, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.20216598230120034,0.0,0.0
100000000569479100,terminal,0.582,0,0.265061,"terminal: положительный вход 320,000 KZT, исходящих нет; возможный конечный получатель в выборке.",3,False,1,0,320000.0,0.0,1,0,0.0003949532398197791,0.0,0.0,False,0,0,"terminal: role=0.058, volume=0.207, bridge=0.000, seed=0.000; terminal: положительный вход 320,000 KZT, исходящих нет; возможный конечный получатель в выборке.","terminal: положительный вход 320,000 KZT, исходящих нет; возможный конечный получатель в выборке.",0.0582,0.20686064229247741,0.0,0.0
100000000572276100,peripheral,0.15,22,0.160711,peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,3,False,1,1,13075.0,34547.0,1,1,0.00028761001118010675,1.387027959709612e-06,2.6422179732313578,False,0,3,"peripheral: role=0.006, volume=0.155, bridge=0.000, seed=0.000; peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.",peripheral: 1 входящих и 1 исходящих контрагентов; недостаточно выраженных признаков.,0.006,0.1546799701524893,3.088751417440279e-05,0.0
100000000580561100,peripheral,0.15,23,0.173121,peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.,0,True,2,3,27980.0,1488077.0,3,13,0.0008349888856684653,1.1888811083225246e-06,53.183595425303785,False,0,4,"peripheral: role=0.006, volume=0.167, bridge=0.000, seed=0.000; peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.",peripheral: 2 входящих и 3 исходящих контрагентов; недостаточно выраженных признаков; входящие seed могут быть неполными.,0.006,0.16709458617811565,2.6475012149488108e-05,0.0
100000000581662100,peripheral,0.15,24,0.168536,peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,4,False,1,0,21160.0,0.0,1,0,0.00030291662853066217,0.0,0.0,True,0,0,"peripheral: role=0.006, volume=0.163, bridge=0.000, seed=0.000; peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.",peripheral: 1 входящих и 0 исходящих контрагентов; недостаточно выраженных признаков; исходящие за 4-м коленом не наблюдаются.,0.006,0.16253562153211581,0.0,0.0
